ICD-10 code;CCS group;CCS group_description
S8280;230;Fracture of lower limb
S8281;230;Fracture of lower limb
S8290;230;Fracture of lower limb
S8291;230;Fracture of lower limb
S92;230;Fracture of lower limb
S9200;230;Fracture of lower limb
S9201;230;Fracture of lower limb
S9210;230;Fracture of lower limb
S9211;230;Fracture of lower limb
S9220;230;Fracture of lower limb
S9221;230;Fracture of lower limb
S9230;230;Fracture of lower limb
S9231;230;Fracture of lower limb
S9240;230;Fracture of lower limb
S9241;230;Fracture of lower limb
S9250;230;Fracture of lower limb
S9251;230;Fracture of lower limb
S9270;230;Fracture of lower limb
S9271;230;Fracture of lower limb
S9290;230;Fracture of lower limb
S9291;230;Fracture of lower limb
T0230;230;Fracture of lower limb
T0231;230;Fracture of lower limb
T0250;230;Fracture of lower limb
T0251;230;Fracture of lower limb
T120;230;Fracture of lower limb
T121;230;Fracture of lower limb
T931;230;Fracture of lower limb
T932;230;Fracture of lower limb
S12;231;Other fractures
S1200;231;Other fractures
S1201;231;Other fractures
S1210;231;Other fractures
S1211;231;Other fractures
S1220;231;Other fractures
S1221;231;Other fractures
S1270;231;Other fractures
S1271;231;Other fractures
S1280;231;Other fractures
S1281;231;Other fractures
S1290;231;Other fractures
S1291;231;Other fractures
S22;231;Other fractures
S2200;231;Other fractures
S2201;231;Other fractures
S2210;231;Other fractures
S2211;231;Other fractures
S2220;231;Other fractures
S2221;231;Other fractures
S2230;231;Other fractures
S2231;231;Other fractures
S2240;231;Other fractures
S2241;231;Other fractures
S2250;231;Other fractures
S2251;231;Other fractures
S2280;231;Other fractures
S2281;231;Other fractures
S2290;231;Other fractures
S2291;231;Other fractures
S32;231;Other fractures
S3200;231;Other fractures
S3201;231;Other fractures
S3210;231;Other fractures
S3211;231;Other fractures
S3220;231;Other fractures
S3221;231;Other fractures
S3230;231;Other fractures
S3231;231;Other fractures
S3240;231;Other fractures
S3241;231;Other fractures
S3250;231;Other fractures
S3251;231;Other fractures
S3270;231;Other fractures
S3271;231;Other fractures
S3280;231;Other fractures
S3281;231;Other fractures
S42;231;Other fractures
S4200;231;Other fractures
S4201;231;Other fractures
S4210;231;Other fractures
S4211;231;Other fractures
S4290;231;Other fractures
S4291;231;Other fractures
T02;231;Other fractures
T0210;231;Other fractures
T0211;231;Other fractures
T0260;231;Other fractures
T0261;231;Other fractures
T0270;231;Other fractures
T0271;231;Other fractures
T0280;231;Other fractures
T0281;231;Other fractures
T0290;231;Other fractures
T0291;231;Other fractures
T080;231;Other fractures
T081;231;Other fractures
T1420;231;Other fractures
T1421;231;Other fractures
T911;231;Other fractures
T912;231;Other fractures
S034;232;Sprains and strains
S035;232;Sprains and strains
S134;232;Sprains and strains
S135;232;Sprains and strains
S136;232;Sprains and strains
S233;232;Sprains and strains
S234;232;Sprains and strains
S235;232;Sprains and strains
S335;232;Sprains and strains
S336;232;Sprains and strains
S337;232;Sprains and strains
S434;232;Sprains and strains
S435;232;Sprains and strains
S436;232;Sprains and strains
S437;232;Sprains and strains
S534;232;Sprains and strains
S635;232;Sprains and strains
S636;232;Sprains and strains
S637;232;Sprains and strains
S731;232;Sprains and strains
S834;232;Sprains and strains
S835;232;Sprains and strains
S836;232;Sprains and strains
S934;232;Sprains and strains
S935;232;Sprains and strains
S936;232;Sprains and strains
S06;233;Intracranial injury
S0600;233;Intracranial injury
S0601;233;Intracranial injury
S0610;233;Intracranial injury
S0611;233;Intracranial injury
S0620;233;Intracranial injury
S0621;233;Intracranial injury
S0630;233;Intracranial injury
S0631;233;Intracranial injury
S0640;233;Intracranial injury
S0641;233;Intracranial injury
S0650;233;Intracranial injury
S0651;233;Intracranial injury
S0660;233;Intracranial injury
S0661;233;Intracranial injury
S0670;233;Intracranial injury
S0671;233;Intracranial injury
S0680;233;Intracranial injury
S0681;233;Intracranial injury
S0690;233;Intracranial injury
S0691;233;Intracranial injury
T060;233;Intracranial injury
T90;233;Intracranial injury
T904;233;Intracranial injury
T905;233;Intracranial injury
T908;233;Intracranial injury
T909;233;Intracranial injury
S04;234;Crushing injury or internal injury
S040;234;Crushing injury or internal injury
S041;234;Crushing injury or internal injury
S042;234;Crushing injury or internal injury
S043;234;Crushing injury or internal injury
S044;234;Crushing injury or internal injury
S045;234;Crushing injury or internal injury
S046;234;Crushing injury or internal injury
S047;234;Crushing injury or internal injury
S048;234;Crushing injury or internal injury
S049;234;Crushing injury or internal injury
S07;234;Crushing injury or internal injury
S070;234;Crushing injury or internal injury
S071;234;Crushing injury or internal injury
S078;234;Crushing injury or internal injury
S079;234;Crushing injury or internal injury
S090;234;Crushing injury or internal injury
S091;234;Crushing injury or internal injury
S092;234;Crushing injury or internal injury
S097;234;Crushing injury or internal injury
S142;234;Crushing injury or internal injury
S143;234;Crushing injury or internal injury
S144;234;Crushing injury or internal injury
S145;234;Crushing injury or internal injury
S146;234;Crushing injury or internal injury
S15;234;Crushing injury or internal injury
S150;234;Crushing injury or internal injury
S151;234;Crushing injury or internal injury
S152;234;Crushing injury or internal injury
S153;234;Crushing injury or internal injury
S157;234;Crushing injury or internal injury
S158;234;Crushing injury or internal injury
S159;234;Crushing injury or internal injury
S16;234;Crushing injury or internal injury
S17;234;Crushing injury or internal injury
S170;234;Crushing injury or internal injury
S178;234;Crushing injury or internal injury
S179;234;Crushing injury or internal injury
S19;234;Crushing injury or internal injury
S197;234;Crushing injury or internal injury
S198;234;Crushing injury or internal injury
S199;234;Crushing injury or internal injury
S242;234;Crushing injury or internal injury
S243;234;Crushing injury or internal injury
S244;234;Crushing injury or internal injury
S245;234;Crushing injury or internal injury
S246;234;Crushing injury or internal injury
S25;234;Crushing injury or internal injury
S250;234;Crushing injury or internal injury
S251;234;Crushing injury or internal injury
S252;234;Crushing injury or internal injury
S253;234;Crushing injury or internal injury
S254;234;Crushing injury or internal injury
S255;234;Crushing injury or internal injury
S257;234;Crushing injury or internal injury
S258;234;Crushing injury or internal injury
S259;234;Crushing injury or internal injury
S26;234;Crushing injury or internal injury
S2600;234;Crushing injury or internal injury
S2601;234;Crushing injury or internal injury
S2680;234;Crushing injury or internal injury
S2681;234;Crushing injury or internal injury
S2690;234;Crushing injury or internal injury
S2691;234;Crushing injury or internal injury
S27;234;Crushing injury or internal injury
S2700;234;Crushing injury or internal injury
S2701;234;Crushing injury or internal injury
S2710;234;Crushing injury or internal injury
S2711;234;Crushing injury or internal injury
S2720;234;Crushing injury or internal injury
S2721;234;Crushing injury or internal injury
S2730;234;Crushing injury or internal injury
S2731;234;Crushing injury or internal injury
S2740;234;Crushing injury or internal injury
S2741;234;Crushing injury or internal injury
S2750;234;Crushing injury or internal injury
S2751;234;Crushing injury or internal injury
S2760;234;Crushing injury or internal injury
S2761;234;Crushing injury or internal injury
S2770;234;Crushing injury or internal injury
S2771;234;Crushing injury or internal injury
S2780;234;Crushing injury or internal injury
S2781;234;Crushing injury or internal injury
S2790;234;Crushing injury or internal injury
S2791;234;Crushing injury or internal injury
S28;234;Crushing injury or internal injury
S280;234;Crushing injury or internal injury
S281;234;Crushing injury or internal injury
S29;234;Crushing injury or internal injury
S290;234;Crushing injury or internal injury
S297;234;Crushing injury or internal injury
S298;234;Crushing injury or internal injury
S299;234;Crushing injury or internal injury
S342;234;Crushing injury or internal injury
S343;234;Crushing injury or internal injury
S344;234;Crushing injury or internal injury
S345;234;Crushing injury or internal injury
S346;234;Crushing injury or internal injury
S348;234;Crushing injury or internal injury
S35;234;Crushing injury or internal injury
S350;234;Crushing injury or internal injury
S351;234;Crushing injury or internal injury
S352;234;Crushing injury or internal injury
S353;234;Crushing injury or internal injury
S354;234;Crushing injury or internal injury
S355;234;Crushing injury or internal injury
S357;234;Crushing injury or internal injury
S358;234;Crushing injury or internal injury
S359;234;Crushing injury or internal injury
S36;234;Crushing injury or internal injury
S3600;234;Crushing injury or internal injury
S3601;234;Crushing injury or internal injury
S3610;234;Crushing injury or internal injury
S3611;234;Crushing injury or internal injury
S3620;234;Crushing injury or internal injury
S3621;234;Crushing injury or internal injury
S3630;234;Crushing injury or internal injury
S3631;234;Crushing injury or internal injury
S3640;234;Crushing injury or internal injury
S3641;234;Crushing injury or internal injury
S3650;234;Crushing injury or internal injury
S3651;234;Crushing injury or internal injury
S3660;234;Crushing injury or internal injury
S3661;234;Crushing injury or internal injury
S3670;234;Crushing injury or internal injury
S3671;234;Crushing injury or internal injury
S3680;234;Crushing injury or internal injury
S3681;234;Crushing injury or internal injury
S3690;234;Crushing injury or internal injury
S3691;234;Crushing injury or internal injury
S37;234;Crushing injury or internal injury
S3700;234;Crushing injury or internal injury
S3701;234;Crushing injury or internal injury
S3710;234;Crushing injury or internal injury
S3711;234;Crushing injury or internal injury
S3720;234;Crushing injury or internal injury
S3721;234;Crushing injury or internal injury
S3730;234;Crushing injury or internal injury
S3731;234;Crushing injury or internal injury
S3740;234;Crushing injury or internal injury
S3741;234;Crushing injury or internal injury
S3750;234;Crushing injury or internal injury
S3751;234;Crushing injury or internal injury
S3760;234;Crushing injury or internal injury
S3761;234;Crushing injury or internal injury
S3770;234;Crushing injury or internal injury
S3771;234;Crushing injury or internal injury
S3780;234;Crushing injury or internal injury
S3781;234;Crushing injury or internal injury
S3790;234;Crushing injury or internal injury
S3791;234;Crushing injury or internal injury
S38;234;Crushing injury or internal injury
S380;234;Crushing injury or internal injury
S381;234;Crushing injury or internal injury
S39;234;Crushing injury or internal injury
S390;234;Crushing injury or internal injury
S396;234;Crushing injury or internal injury
S397;234;Crushing injury or internal injury
S398;234;Crushing injury or internal injury
S399;234;Crushing injury or internal injury
S44;234;Crushing injury or internal injury
S440;234;Crushing injury or internal injury
S441;234;Crushing injury or internal injury
S442;234;Crushing injury or internal injury
S443;234;Crushing injury or internal injury
S444;234;Crushing injury or internal injury
S445;234;Crushing injury or internal injury
S447;234;Crushing injury or internal injury
S448;234;Crushing injury or internal injury
S449;234;Crushing injury or internal injury
S45;234;Crushing injury or internal injury
S450;234;Crushing injury or internal injury
S451;234;Crushing injury or internal injury
S452;234;Crushing injury or internal injury
S453;234;Crushing injury or internal injury
S457;234;Crushing injury or internal injury
S458;234;Crushing injury or internal injury
S459;234;Crushing injury or internal injury
S46;234;Crushing injury or internal injury
S460;234;Crushing injury or internal injury
S461;234;Crushing injury or internal injury
S462;234;Crushing injury or internal injury
S463;234;Crushing injury or internal injury
S467;234;Crushing injury or internal injury
S468;234;Crushing injury or internal injury
S469;234;Crushing injury or internal injury
S47;234;Crushing injury or internal injury
S49;234;Crushing injury or internal injury
S497;234;Crushing injury or internal injury
S498;234;Crushing injury or internal injury
S499;234;Crushing injury or internal injury
S54;234;Crushing injury or internal injury
S540;234;Crushing injury or internal injury
S541;234;Crushing injury or internal injury
S542;234;Crushing injury or internal injury
S543;234;Crushing injury or internal injury
S547;234;Crushing injury or internal injury
S548;234;Crushing injury or internal injury
S549;234;Crushing injury or internal injury
S55;234;Crushing injury or internal injury
S550;234;Crushing injury or internal injury
S551;234;Crushing injury or internal injury
S552;234;Crushing injury or internal injury
S557;234;Crushing injury or internal injury
S558;234;Crushing injury or internal injury
S559;234;Crushing injury or internal injury
S56;234;Crushing injury or internal injury
S560;234;Crushing injury or internal injury
S561;234;Crushing injury or internal injury
S562;234;Crushing injury or internal injury
S563;234;Crushing injury or internal injury
S564;234;Crushing injury or internal injury
S565;234;Crushing injury or internal injury
S567;234;Crushing injury or internal injury
S568;234;Crushing injury or internal injury
S57;234;Crushing injury or internal injury
S570;234;Crushing injury or internal injury
S578;234;Crushing injury or internal injury
S579;234;Crushing injury or internal injury
S59;234;Crushing injury or internal injury
S597;234;Crushing injury or internal injury
S598;234;Crushing injury or internal injury
S599;234;Crushing injury or internal injury
S64;234;Crushing injury or internal injury
S640;234;Crushing injury or internal injury
S641;234;Crushing injury or internal injury
S642;234;Crushing injury or internal injury
S643;234;Crushing injury or internal injury
S644;234;Crushing injury or internal injury
S647;234;Crushing injury or internal injury
S648;234;Crushing injury or internal injury
S649;234;Crushing injury or internal injury
S65;234;Crushing injury or internal injury
S650;234;Crushing injury or internal injury
S651;234;Crushing injury or internal injury
S652;234;Crushing injury or internal injury
S653;234;Crushing injury or internal injury
S654;234;Crushing injury or internal injury
S655;234;Crushing injury or internal injury
S657;234;Crushing injury or internal injury
S658;234;Crushing injury or internal injury
S659;234;Crushing injury or internal injury
S66;234;Crushing injury or internal injury
S660;234;Crushing injury or internal injury
S661;234;Crushing injury or internal injury
S662;234;Crushing injury or internal injury
S663;234;Crushing injury or internal injury
S664;234;Crushing injury or internal injury
S665;234;Crushing injury or internal injury
S666;234;Crushing injury or internal injury
S667;234;Crushing injury or internal injury
S668;234;Crushing injury or internal injury
S669;234;Crushing injury or internal injury
S67;234;Crushing injury or internal injury
S670;234;Crushing injury or internal injury
S678;234;Crushing injury or internal injury
S69;234;Crushing injury or internal injury
S697;234;Crushing injury or internal injury
S698;234;Crushing injury or internal injury
S699;234;Crushing injury or internal injury
S74;234;Crushing injury or internal injury
S740;234;Crushing injury or internal injury
S741;234;Crushing injury or internal injury
S742;234;Crushing injury or internal injury
S747;234;Crushing injury or internal injury
S748;234;Crushing injury or internal injury
S749;234;Crushing injury or internal injury
S75;234;Crushing injury or internal injury
S750;234;Crushing injury or internal injury
S751;234;Crushing injury or internal injury
S752;234;Crushing injury or internal injury
S757;234;Crushing injury or internal injury
S758;234;Crushing injury or internal injury
S759;234;Crushing injury or internal injury
S76;234;Crushing injury or internal injury
S760;234;Crushing injury or internal injury
S761;234;Crushing injury or internal injury
S762;234;Crushing injury or internal injury
S763;234;Crushing injury or internal injury
S764;234;Crushing injury or internal injury
S767;234;Crushing injury or internal injury
S77;234;Crushing injury or internal injury
S770;234;Crushing injury or internal injury
S771;234;Crushing injury or internal injury
S772;234;Crushing injury or internal injury
S79;234;Crushing injury or internal injury
S797;234;Crushing injury or internal injury
S798;234;Crushing injury or internal injury
S799;234;Crushing injury or internal injury
S84;234;Crushing injury or internal injury
S840;234;Crushing injury or internal injury
S841;234;Crushing injury or internal injury
S842;234;Crushing injury or internal injury
S847;234;Crushing injury or internal injury
S848;234;Crushing injury or internal injury
S849;234;Crushing injury or internal injury
S85;234;Crushing injury or internal injury
S850;234;Crushing injury or internal injury
S851;234;Crushing injury or internal injury
S852;234;Crushing injury or internal injury
S853;234;Crushing injury or internal injury
S854;234;Crushing injury or internal injury
S855;234;Crushing injury or internal injury
S857;234;Crushing injury or internal injury
S858;234;Crushing injury or internal injury
S859;234;Crushing injury or internal injury
S86;234;Crushing injury or internal injury
S860;234;Crushing injury or internal injury
S861;234;Crushing injury or internal injury
S862;234;Crushing injury or internal injury
S863;234;Crushing injury or internal injury
S867;234;Crushing injury or internal injury
S868;234;Crushing injury or internal injury
S869;234;Crushing injury or internal injury
S87;234;Crushing injury or internal injury
S870;234;Crushing injury or internal injury
S878;234;Crushing injury or internal injury
S89;234;Crushing injury or internal injury
S897;234;Crushing injury or internal injury
S898;234;Crushing injury or internal injury
S899;234;Crushing injury or internal injury
S94;234;Crushing injury or internal injury
S940;234;Crushing injury or internal injury
S941;234;Crushing injury or internal injury
S942;234;Crushing injury or internal injury
S943;234;Crushing injury or internal injury
S947;234;Crushing injury or internal injury
S948;234;Crushing injury or internal injury
S949;234;Crushing injury or internal injury
S95;234;Crushing injury or internal injury
S950;234;Crushing injury or internal injury
S951;234;Crushing injury or internal injury
S952;234;Crushing injury or internal injury
S957;234;Crushing injury or internal injury
S958;234;Crushing injury or internal injury
S959;234;Crushing injury or internal injury
S96;234;Crushing injury or internal injury
S960;234;Crushing injury or internal injury
S961;234;Crushing injury or internal injury
S962;234;Crushing injury or internal injury
S967;234;Crushing injury or internal injury
S968;234;Crushing injury or internal injury
S969;234;Crushing injury or internal injury
S97;234;Crushing injury or internal injury
S970;234;Crushing injury or internal injury
S971;234;Crushing injury or internal injury
S978;234;Crushing injury or internal injury
S99;234;Crushing injury or internal injury
S997;234;Crushing injury or internal injury
S998;234;Crushing injury or internal injury
S999;234;Crushing injury or internal injury
T04;234;Crushing injury or internal injury
T040;234;Crushing injury or internal injury
T041;234;Crushing injury or internal injury
T042;234;Crushing injury or internal injury
T043;234;Crushing injury or internal injury
T044;234;Crushing injury or internal injury
T047;234;Crushing injury or internal injury
T048;234;Crushing injury or internal injury
T049;234;Crushing injury or internal injury
T062;234;Crushing injury or internal injury
T063;234;Crushing injury or internal injury
T064;234;Crushing injury or internal injury
T065;234;Crushing injury or internal injury
T094;234;Crushing injury or internal injury
T147;234;Crushing injury or internal injury
T903;234;Crushing injury or internal injury
T914;234;Crushing injury or internal injury
T915;234;Crushing injury or internal injury
T918;234;Crushing injury or internal injury
T919;234;Crushing injury or internal injury
T92;234;Crushing injury or internal injury
T924;234;Crushing injury or internal injury
T925;234;Crushing injury or internal injury
T926;234;Crushing injury or internal injury
T928;234;Crushing injury or internal injury
T929;234;Crushing injury or internal injury
T93;234;Crushing injury or internal injury
T934;234;Crushing injury or internal injury
T935;234;Crushing injury or internal injury
T936;234;Crushing injury or internal injury
T938;234;Crushing injury or internal injury
S01;235;"Open wounds of head; neck; and trunk"
S010;235;"Open wounds of head; neck; and trunk"
S011;235;"Open wounds of head; neck; and trunk"
S012;235;"Open wounds of head; neck; and trunk"
S013;235;"Open wounds of head; neck; and trunk"
S014;235;"Open wounds of head; neck; and trunk"
S015;235;"Open wounds of head; neck; and trunk"
S017;235;"Open wounds of head; neck; and trunk"
S018;235;"Open wounds of head; neck; and trunk"
S019;235;"Open wounds of head; neck; and trunk"
S052;235;"Open wounds of head; neck; and trunk"
S053;235;"Open wounds of head; neck; and trunk"
S054;235;"Open wounds of head; neck; and trunk"
S055;235;"Open wounds of head; neck; and trunk"
S056;235;"Open wounds of head; neck; and trunk"
S057;235;"Open wounds of head; neck; and trunk"
S058;235;"Open wounds of head; neck; and trunk"
S08;235;"Open wounds of head; neck; and trunk"
S080;235;"Open wounds of head; neck; and trunk"
S081;235;"Open wounds of head; neck; and trunk"
S088;235;"Open wounds of head; neck; and trunk"
S089;235;"Open wounds of head; neck; and trunk"
S11;235;"Open wounds of head; neck; and trunk"
S110;235;"Open wounds of head; neck; and trunk"
S111;235;"Open wounds of head; neck; and trunk"
S112;235;"Open wounds of head; neck; and trunk"
S117;235;"Open wounds of head; neck; and trunk"
S118;235;"Open wounds of head; neck; and trunk"
S119;235;"Open wounds of head; neck; and trunk"
S18;235;"Open wounds of head; neck; and trunk"
S21;235;"Open wounds of head; neck; and trunk"
S210;235;"Open wounds of head; neck; and trunk"
S211;235;"Open wounds of head; neck; and trunk"
S212;235;"Open wounds of head; neck; and trunk"
S217;235;"Open wounds of head; neck; and trunk"
S218;235;"Open wounds of head; neck; and trunk"
S219;235;"Open wounds of head; neck; and trunk"
S31;235;"Open wounds of head; neck; and trunk"
S310;235;"Open wounds of head; neck; and trunk"
S311;235;"Open wounds of head; neck; and trunk"
S312;235;"Open wounds of head; neck; and trunk"
S313;235;"Open wounds of head; neck; and trunk"
S314;235;"Open wounds of head; neck; and trunk"
S315;235;"Open wounds of head; neck; and trunk"
S317;235;"Open wounds of head; neck; and trunk"
S318;235;"Open wounds of head; neck; and trunk"
S382;235;"Open wounds of head; neck; and trunk"
S383;235;"Open wounds of head; neck; and trunk"
S41;235;"Open wounds of head; neck; and trunk"
S410;235;"Open wounds of head; neck; and trunk"
S417;235;"Open wounds of head; neck; and trunk"
S418;235;"Open wounds of head; neck; and trunk"
S48;235;"Open wounds of head; neck; and trunk"
S480;235;"Open wounds of head; neck; and trunk"
S481;235;"Open wounds of head; neck; and trunk"
S489;235;"Open wounds of head; neck; and trunk"
S71;235;"Open wounds of head; neck; and trunk"
S710;235;"Open wounds of head; neck; and trunk"
S717;235;"Open wounds of head; neck; and trunk"
S718;235;"Open wounds of head; neck; and trunk"
S78;235;"Open wounds of head; neck; and trunk"
S780;235;"Open wounds of head; neck; and trunk"
T01;235;"Open wounds of head; neck; and trunk"
T010;235;"Open wounds of head; neck; and trunk"
T011;235;"Open wounds of head; neck; and trunk"
T018;235;"Open wounds of head; neck; and trunk"
T019;235;"Open wounds of head; neck; and trunk"
T05;235;"Open wounds of head; neck; and trunk"
T058;235;"Open wounds of head; neck; and trunk"
T059;235;"Open wounds of head; neck; and trunk"
T091;235;"Open wounds of head; neck; and trunk"
T096;235;"Open wounds of head; neck; and trunk"
T901;235;"Open wounds of head; neck; and trunk"
S411;236;Open wounds of extremities
S51;236;Open wounds of extremities
S510;236;Open wounds of extremities
S517;236;Open wounds of extremities
S518;236;Open wounds of extremities
S519;236;Open wounds of extremities
S58;236;Open wounds of extremities
S580;236;Open wounds of extremities
S581;236;Open wounds of extremities
S589;236;Open wounds of extremities
S61;236;Open wounds of extremities
S610;236;Open wounds of extremities
S611;236;Open wounds of extremities
S617;236;Open wounds of extremities
S618;236;Open wounds of extremities
S619;236;Open wounds of extremities
S68;236;Open wounds of extremities
S680;236;Open wounds of extremities
S681;236;Open wounds of extremities
S682;236;Open wounds of extremities
S683;236;Open wounds of extremities
S684;236;Open wounds of extremities
S688;236;Open wounds of extremities
S689;236;Open wounds of extremities
S711;236;Open wounds of extremities
S781;236;Open wounds of extremities
S789;236;Open wounds of extremities
S81;236;Open wounds of extremities
S810;236;Open wounds of extremities
S817;236;Open wounds of extremities
S818;236;Open wounds of extremities
S819;236;Open wounds of extremities
S88;236;Open wounds of extremities
S880;236;Open wounds of extremities
S881;236;Open wounds of extremities
S889;236;Open wounds of extremities
S91;236;Open wounds of extremities
S910;236;Open wounds of extremities
S911;236;Open wounds of extremities
S912;236;Open wounds of extremities
S913;236;Open wounds of extremities
S917;236;Open wounds of extremities
S98;236;Open wounds of extremities
S980;236;Open wounds of extremities
S981;236;Open wounds of extremities
S982;236;Open wounds of extremities
S983;236;Open wounds of extremities
S984;236;Open wounds of extremities
T012;236;Open wounds of extremities
T013;236;Open wounds of extremities
T016;236;Open wounds of extremities
T050;236;Open wounds of extremities
T051;236;Open wounds of extremities
T052;236;Open wounds of extremities
T053;236;Open wounds of extremities
T054;236;Open wounds of extremities
T055;236;Open wounds of extremities
T056;236;Open wounds of extremities
T111;236;Open wounds of extremities
T116;236;Open wounds of extremities
T131;236;Open wounds of extremities
T136;236;Open wounds of extremities
T920;236;Open wounds of extremities
T930;236;Open wounds of extremities
T82;237;"Complication of device; implant or graft"
T820;237;"Complication of device; implant or graft"
T821;237;"Complication of device; implant or graft"
T822;237;"Complication of device; implant or graft"
T823;237;"Complication of device; implant or graft"
T824;237;"Complication of device; implant or graft"
T825;237;"Complication of device; implant or graft"
T826;237;"Complication of device; implant or graft"
T827;237;"Complication of device; implant or graft"
T828;237;"Complication of device; implant or graft"
T829;237;"Complication of device; implant or graft"
T83;237;"Complication of device; implant or graft"
T830;237;"Complication of device; implant or graft"
T831;237;"Complication of device; implant or graft"
T832;237;"Complication of device; implant or graft"
T833;237;"Complication of device; implant or graft"
T834;237;"Complication of device; implant or graft"
T835;237;"Complication of device; implant or graft"
T836;237;"Complication of device; implant or graft"
T838;237;"Complication of device; implant or graft"
T839;237;"Complication of device; implant or graft"
T84;237;"Complication of device; implant or graft"
T840;237;"Complication of device; implant or graft"
T841;237;"Complication of device; implant or graft"
T842;237;"Complication of device; implant or graft"
T843;237;"Complication of device; implant or graft"
T844;237;"Complication of device; implant or graft"
T845;237;"Complication of device; implant or graft"
T846;237;"Complication of device; implant or graft"
T847;237;"Complication of device; implant or graft"
T848;237;"Complication of device; implant or graft"
T849;237;"Complication of device; implant or graft"
T85;237;"Complication of device; implant or graft"
T850;237;"Complication of device; implant or graft"
T851;237;"Complication of device; implant or graft"
T852;237;"Complication of device; implant or graft"
T853;237;"Complication of device; implant or graft"
T854;237;"Complication of device; implant or graft"
T855;237;"Complication of device; implant or graft"
T856;237;"Complication of device; implant or graft"
T857;237;"Complication of device; implant or graft"
T858;237;"Complication of device; implant or graft"
T859;237;"Complication of device; implant or graft"
T86;237;"Complication of device; implant or graft"
T860;237;"Complication of device; implant or graft"
T861;237;"Complication of device; implant or graft"
T862;237;"Complication of device; implant or graft"
T863;237;"Complication of device; implant or graft"
T864;237;"Complication of device; implant or graft"
T868;237;"Complication of device; implant or graft"
T869;237;"Complication of device; implant or graft"
T87;237;"Complication of device; implant or graft"
T870;237;"Complication of device; implant or graft"
T871;237;"Complication of device; implant or graft"
T872;237;"Complication of device; implant or graft"
T873;237;"Complication of device; implant or graft"
T874;237;"Complication of device; implant or graft"
T875;237;"Complication of device; implant or graft"
T876;237;"Complication of device; implant or graft"
G97;238;Complications of surgical procedures or medical care
G970;238;Complications of surgical procedures or medical care
G971;238;Complications of surgical procedures or medical care
G972;238;Complications of surgical procedures or medical care
G978;238;Complications of surgical procedures or medical care
G979;238;Complications of surgical procedures or medical care
H59;238;Complications of surgical procedures or medical care
H590;238;Complications of surgical procedures or medical care
H598;238;Complications of surgical procedures or medical care
H599;238;Complications of surgical procedures or medical care
H95;238;Complications of surgical procedures or medical care
H950;238;Complications of surgical procedures or medical care
H951;238;Complications of surgical procedures or medical care
H958;238;Complications of surgical procedures or medical care
H959;238;Complications of surgical procedures or medical care
I97;238;Complications of surgical procedures or medical care
I970;238;Complications of surgical procedures or medical care
I971;238;Complications of surgical procedures or medical care
I972;238;Complications of surgical procedures or medical care
I978;238;Complications of surgical procedures or medical care
I979;238;Complications of surgical procedures or medical care
J95;238;Complications of surgical procedures or medical care
J950;238;Complications of surgical procedures or medical care
J951;238;Complications of surgical procedures or medical care
J952;238;Complications of surgical procedures or medical care
J953;238;Complications of surgical procedures or medical care
J954;238;Complications of surgical procedures or medical care
J955;238;Complications of surgical procedures or medical care
J958;238;Complications of surgical procedures or medical care
J959;238;Complications of surgical procedures or medical care
K91;238;Complications of surgical procedures or medical care
K910;238;Complications of surgical procedures or medical care
K911;238;Complications of surgical procedures or medical care
K912;238;Complications of surgical procedures or medical care
K913;238;Complications of surgical procedures or medical care
K914;238;Complications of surgical procedures or medical care
K915;238;Complications of surgical procedures or medical care
K918;238;Complications of surgical procedures or medical care
K919;238;Complications of surgical procedures or medical care
M0200;238;Complications of surgical procedures or medical care
M0201;238;Complications of surgical procedures or medical care
M0202;238;Complications of surgical procedures or medical care
M0203;238;Complications of surgical procedures or medical care
M0204;238;Complications of surgical procedures or medical care
M0205;238;Complications of surgical procedures or medical care
M0206;238;Complications of surgical procedures or medical care
M0207;238;Complications of surgical procedures or medical care
M0208;238;Complications of surgical procedures or medical care
M0209;238;Complications of surgical procedures or medical care
M0220;238;Complications of surgical procedures or medical care
M0221;238;Complications of surgical procedures or medical care
M0222;238;Complications of surgical procedures or medical care
M0223;238;Complications of surgical procedures or medical care
M0224;238;Complications of surgical procedures or medical care
M0225;238;Complications of surgical procedures or medical care
M0226;238;Complications of surgical procedures or medical care
M0227;238;Complications of surgical procedures or medical care
M0228;238;Complications of surgical procedures or medical care
M0229;238;Complications of surgical procedures or medical care
M803;238;Complications of surgical procedures or medical care
M8030;238;Complications of surgical procedures or medical care
M8031;238;Complications of surgical procedures or medical care
M8032;238;Complications of surgical procedures or medical care
M8033;238;Complications of surgical procedures or medical care
M8034;238;Complications of surgical procedures or medical care
M8035;238;Complications of surgical procedures or medical care
M8036;238;Complications of surgical procedures or medical care
M8037;238;Complications of surgical procedures or medical care
M8038;238;Complications of surgical procedures or medical care
M8039;238;Complications of surgical procedures or medical care
M813;238;Complications of surgical procedures or medical care
M8130;238;Complications of surgical procedures or medical care
M8131;238;Complications of surgical procedures or medical care
M8132;238;Complications of surgical procedures or medical care
M8133;238;Complications of surgical procedures or medical care
M8134;238;Complications of surgical procedures or medical care
M8135;238;Complications of surgical procedures or medical care
M8136;238;Complications of surgical procedures or medical care
M8137;238;Complications of surgical procedures or medical care
M8138;238;Complications of surgical procedures or medical care
